
 num     #instances         #bytes  class name
  47:        274994       13199712  java.util.stream.ReduceOps$3ReducingSink
  48:        135837       13040352  com.google.common.cache.LocalCache$StrongAccessWriteEntry
  49:         71590       12599840  org.apache.hadoop.ozone.om.helpers.OmBucketInfo
  50:        296418       11243496  [Ljava.lang.String;
  51:        327780       10488960  java.time.Instant
  52:        205812        9878976  java.util.HashMap$Node
  53:        297186        9509952  org.apache.logging.log4j.core.time.MutableInstant
  54:        191280        9181440  java.util.LinkedList
  55:        190641        9150768  org.apache.hadoop.hdds.utils.db.CodecBuffer
  56:        136895        8761280  org.apache.hadoop.hdds.protocol.proto.HddsProtos$UUID
  57:        133464        8541696  sun.nio.cs.UTF_8$Decoder
  58:         76257        8540784  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$DirectoryInfo
  59:         96131        8459528  sun.nio.cs.UTF_8$Encoder
  60:        262144        8388608  org.apache.logging.log4j.core.async.AsyncLoggerConfigDisruptor$Log4jEventWrapper
  61:        209312        8372480  java.util.concurrent.ConcurrentSkipListMap$Node
  62:        112908        8129376  com.google.protobuf.CodedInputStream
  63:         81960        7868160  java.util.stream.ReferencePipeline$3
  64:        230904        7388928  java.lang.StringBuilder
  65:        125639        7035784  java.nio.HeapByteBuffer
  66:        215569        6898208  org.apache.hadoop.hdds.utils.db.cache.CacheResult
  67:        281782        6762768  java.util.LinkedHashMap$LinkedKeySet
  68:          9301        6547904  org.apache.hadoop.hdds.protocol.proto.StorageContainerLocationProtocolProtos$ScmContainerLocationRequest$Builder
  69:        157394        6295760  java.util.stream.Collectors$$Lambda$85/103787801
  70:        194525        6224800  java.util.concurrent.CompletableFuture
  71:         77475        6198000  org.apache.hadoop.ozone.security.acl.RequestContext
  72:        154164        6166560  java.util.ArrayList$ArrayListSpliterator
  73:        109810        6149360  sun.nio.fs.UnixPath
  74:         95320        6100480  java.nio.StringCharBuffer
  75:         76256        6100480  org.apache.hadoop.ozone.om.helpers.OmDirectoryInfo
  76:         48744        5849280  org.apache.hadoop.ozone.om.helpers.OmVolumeArgs
  77:          7680        5222400  org.apache.ratis.thirdparty.io.netty.util.internal.shaded.org.jctools.queues.MpscArrayQueue
  78:         24185        4643520  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$KeyInfo
  79:        192821        4627704  java.lang.Long
  80:         95320        4575360  org.apache.hadoop.hdds.utils.db.StringCodecBase$$Lambda$176/169049466
  81:         90990        4367520  java.util.LinkedList$ListItr
  82:         28670        4357840  org.apache.hadoop.hdds.protocol.proto.HddsProtos$DatanodeDetailsProto$Builder
  83:         85788        4117824  org.apache.ratis.thirdparty.io.netty.buffer.ByteBufInputStream
  84:         85788        4117824  org.apache.ratis.thirdparty.io.netty.buffer.UnpooledDuplicatedByteBuf
  85:        166926        4006224  java.util.stream.Collectors$$Lambda$86/1205580258
  86:         95320        3812800  org.apache.ratis.util.Preconditions$$Lambda$151/1318080469
  87:          9301        3720400  org.apache.hadoop.hdds.protocol.proto.StorageContainerLocationProtocolProtos$ScmContainerLocationResponse
  88:         28874        3695872  org.apache.hadoop.hdds.protocol.DatanodeDetails$Builder
  89:         22721        3635360  org.apache.hadoop.ipc.Server$RpcCall
  90:        149931        3598344  org.apache.hadoop.hdds.scm.pipeline.PipelineID
  91:          9302        3571968  org.apache.hadoop.hdds.protocol.proto.StorageContainerLocationProtocolProtos$ScmContainerLocationRequest
  92:         61862        3464272  java.util.LinkedHashMap$LinkedKeyIterator
  93:         23963        3450672  org.apache.hadoop.hdds.protocol.proto.HddsProtos$Pipeline
  94:         85997        3439880  org.apache.hadoop.hdds.security.OMPassWordManager$PasswordItem
  95:        106130        3396160  org.apache.hadoop.hdds.utils.CompositeKey
  96:         35341        3392736  java.util.stream.ReferencePipeline$2
  97:        140685        3376440  java.lang.ThreadLocal
  98:         69518        3336864  java.util.concurrent.ConcurrentHashMap$Node
  99:         68478        3286944  java.util.concurrent.locks.ReentrantLock$NonfairSync
 100:         44311        3190392  org.apache.hadoop.thirdparty.protobuf.CodedInputStream$ArrayDecoder
 101:        131389        3153336  com.google.common.cache.LocalCache$StrongValueReference
 102:         97136        3108352  org.apache.hadoop.ozone.om.lock.LockUsageInfo
 103:         32148        3086208  org.apache.ratis.thirdparty.io.netty.buffer.PoolSubpage
 104:        126328        3031872  org.apache.hadoop.hdds.utils.db.cache.CacheKey
 105:         26840        3006080  org.apache.hadoop.ipc.protobuf.RpcHeaderProtos$RpcResponseHeaderProto
 106:         91643        2932576  org.apache.hadoop.thirdparty.protobuf.ByteString$LiteralByteString
 107:         30329        2911584  io.netty.buffer.PoolSubpage
 108:         26957        2803528  org.apache.hadoop.ipc.protobuf.RpcHeaderProtos$RpcRequestHeaderProto
 109:         17880        2728160  [Ljava.util.WeakHashMap$Entry;
 110:        110187        2644488  java.lang.Double
 111:         81960        2622720  java.util.stream.ReferencePipeline$3$1
 112:         15112        2583312  java.lang.Class
 113:         35426        2550672  java.security.AccessControlContext
 114:         24195        2516280  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$KeyLocation
 115:         17521        2382856  org.apache.logging.log4j.core.impl.Log4jLogEvent
 116:         17521        2382856  org.apache.logging.log4j.core.impl.Log4jLogEvent$Builder
 117:          9531        2363688  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$KeyInfo$Builder
 118:         32793        2361096  org.apache.ratis.proto.RaftProtos$LogEntryProto
 119:         57880        2315200  java.util.concurrent.ConcurrentSkipListMap$Index
 120:         95320        2287680  org.apache.hadoop.hdds.utils.db.TypedTable$$Lambda$172/1729171313
 121:         14250        2280000  java.lang.reflect.Method
 122:           365        2165216  [Ljava.nio.ByteBuffer;
 123:         33268        2129152  org.apache.hadoop.hdds.protocol.proto.HddsProtos$PipelineID
 124:         66103        2115296  java.util.Arrays$ArrayList
 125:         36219        2028264  java.util.HashMap$KeyIterator
 126:         47501        1900040  org.apache.hadoop.thirdparty.protobuf.UnknownFieldSet$Builder
 127:          9536        1830912  org.apache.hadoop.hdds.protocol.proto.HddsProtos$Pipeline$Builder
 128:         24185        1741320  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$KeyLocationList
 129:          2560        1740800  io.netty.util.internal.shaded.org.jctools.queues.MpscArrayQueue
 130:         42869        1714760  java.net.InetAddress$InetAddressHolder
 131:         17655        1694880  [Lorg.apache.hadoop.ipc.ProcessingDetails$Timing;
 132:         51786        1657152  java.util.Collections$UnmodifiableCollection$1
 133:         51650        1652800  com.google.common.collect.Sets$2
 134:         25825        1652800  org.apache.hadoop.ozone.security.acl.OzoneObjInfo
 135:         68434        1642416  java.util.concurrent.locks.ReentrantLock
 136:         24195        1548480  org.apache.hadoop.hdds.protocol.proto.HddsProtos$BlockID
 137:         24195        1548480  org.apache.hadoop.hdds.protocol.proto.HddsProtos$ContainerBlockID
 138:         48035        1537120  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$HoldCounter
 139:          9533        1525280  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$KeyArgs
 140:         26822        1502032  org.apache.hadoop.thirdparty.protobuf.CodedOutputStream$OutputStreamEncoder
 141:         16735        1472680  org.apache.ratis.proto.RaftProtos$StateMachineLogEntryProto
 142:         36721        1468840  com.google.protobuf.CodedOutputStream
 143:          1157        1459320  [Lorg.apache.ratis.thirdparty.io.netty.buffer.PoolSubpage;
 144:          9532        1448864  org.apache.hadoop.ozone.om.helpers.OmKeyInfo
 145:         35087        1403136  [Lorg.apache.hadoop.ozone.om.request.validation.ValidationCondition;
 146:         35042        1401680  java.util.Spliterators$ArraySpliterator
 147:         17230        1378400  org.apache.hadoop.ipc.protobuf.ProtobufRpcEngine2Protos$RequestHeaderProto
 148:         42866        1371712  java.net.Inet4Address
 149:         23950        1341200  java.nio.HeapCharBuffer
 150:          9306        1340064  org.apache.hadoop.hdds.protocol.proto.HddsProtos$ContainerInfoProto
 151:         52570        1261680  java.util.LinkedHashSet
 152:         17521        1261512  org.apache.hadoop.ozone.audit.AuditMessage$$Lambda$670/2104420405
 153:         17227        1240344  javax.security.auth.SubjectDomainCombiner$WeakKeyValueMap
 154:          5473        1225952  org.apache.hadoop.ipc.Server$Connection
 155:         24921        1196208  java.util.Hashtable$Entry
 156:          9305        1191040  org.apache.hadoop.hdds.scm.container.ContainerInfo
 157:         18420        1178880  java.util.TreeMap$Entry
 158:         48718        1169232  org.apache.hadoop.ozone.om.helpers.OmVolumeArgs$$Lambda$664/1023663176
 159:         48718        1169232  org.apache.hadoop.ozone.om.helpers.OmVolumeArgs$$Lambda$665/318560763
 160:         35341        1130912  java.util.stream.ReferencePipeline$2$1
 161:         35042        1121344  org.apache.hadoop.ozone.om.request.validation.RequestValidations$$Lambda$765/1757160966
 162:         17231        1102784  org.apache.hadoop.thirdparty.protobuf.SmallSortedMap$1
 163:         44328        1063872  org.apache.hadoop.ipc.RpcWritable$ProtobufWrapper
 164:         44049        1057176  org.apache.hadoop.ipc.RpcWritable$ProtobufWrapperLegacy
 165:         10130        1053520  org.apache.hadoop.ozone.om.helpers.OmKeyArgs
 166:         18623        1042888  java.util.concurrent.locks.AbstractQueuedSynchronizer$Node
 167:         32445        1038248  [Ljava.net.InetAddress;
 168:         31653        1012896  java.net.InetAddress$CacheEntry
 169:         17820         997920  java.util.LinkedHashMap$LinkedEntryIterator
 170:          5584         982784  sun.nio.ch.SocketChannelImpl
 171:         61270         980320  java.lang.Object
 172:         17229         964824  org.apache.hadoop.ipc.Server$RpcCall$ResponseParams
 173:         30057         961824  com.codahale.metrics.WeightedSnapshot$WeightedSample
 174:         14417         922688  org.apache.hadoop.ozone.om.ResolvedBucket
 175:         23021         920840  java.util.AbstractList$Itr
 176:         14378         920192  sun.nio.ch.SelectionKeyImpl
 177:         16057         899192  org.apache.ratis.proto.RaftProtos$MetadataProto
 178:          9305         893280  org.apache.hadoop.hdds.scm.pipeline.Pipeline$Builder
 179:         36554         877296  org.apache.hadoop.ipc.RpcWritable$Buffer
 180:         36480         875520  java.lang.Boolean
 181:         35957         862968  java.util.Optional
 182:         19368         851056  [Ljava.security.ProtectionDomain;
 183:         26421         845472  org.apache.ratis.thirdparty.com.google.protobuf.ByteString$LiteralByteString
 184:          9600         844800  org.apache.hadoop.ipc.protobuf.ProtobufRpcEngineProtos$RequestHeaderProto$Builder
 185:         17227         826896  javax.security.auth.SubjectDomainCombiner
 186:         20019         800760  javax.security.auth.Subject$SecureSet
 187:         24316         778112  org.apache.commons.lang3.tuple.ImmutablePair
 188:          9601         768080  org.apache.hadoop.ipc.protobuf.ProtobufRpcEngineProtos$RequestHeaderProto
 189:          9600         768000  org.apache.hadoop.ipc.Client$Call
 190:         18764         750560  org.apache.hadoop.ozone.om.helpers.OzoneFileStatus
 191:         10283         740376  org.apache.hadoop.hdds.protocol.proto.HddsProtos$ECReplicationConfig
 192:          9227         738160  java.util.TreeMap
 193:         23052         737664  org.apache.hadoop.ipc.ProcessingDetails
 194:         30710         737040  java.util.concurrent.atomic.AtomicInteger
 195:         11464         733696  org.apache.ratis.proto.RaftProtos$CommitInfoProto
 196:         17920         716800  java.lang.ref.ReferenceQueue
 197:         17521         700840  org.apache.hadoop.ozone.audit.AuditMessage
 198:         17521         700840  org.apache.hadoop.ozone.protocolPB.OzoneManagerProtocolServerSideTranslatorPB$$Lambda$939/1630340289
 199:         21746         695872  org.apache.ratis.util.MemoizedSupplier
 200:          9600         691200  org.apache.hadoop.io.retry.RetryInvocationHandler$Call
 201:         17230         689200  org.apache.hadoop.ipc.ProtobufRpcEngine2$RpcProtobufRequest
 202:          9537         686664  org.apache.hadoop.ozone.om.helpers.OmKeyLocationInfo
 203:          9537         686664  org.apache.hadoop.ozone.om.helpers.OmKeyLocationInfo$Builder
 204:          9536         686592  org.apache.hadoop.hdds.protocol.proto.HddsProtos$ContainerBlockID$Builder
 205:         14076         675648  org.apache.hadoop.ozone.om.lock.OMLockDetails
 206:         27024         648576  java.util.HashSet
 207:         20033         641056  java.util.Collections$SynchronizedSet
 208:         11221         628376  org.apache.ratis.thirdparty.com.google.common.cache.LocalCache$WeakValueReference
 209:          9769         625216  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$OzoneFileStatusProto
 210:         25825         619800  org.apache.hadoop.ozone.om.OmMetadataReader$$Lambda$666/2091774500
 211:          5626         596768  [Ljava.nio.channels.SelectionKey;
 212:          9306         595584  org.apache.hadoop.hdds.protocol.proto.HddsProtos$ContainerWithPipeline
 213:          9302         595328  org.apache.hadoop.hdds.protocol.proto.StorageContainerLocationProtocolProtos$GetContainerWithPipelineBatchRequestProto
 214:          4576         585728  org.apache.ratis.thirdparty.io.netty.buffer.PooledUnsafeDirectByteBuf
 215:         18287         585184  java.util.concurrent.LinkedBlockingQueue$Node
 216:         10241         573496  java.util.ArrayList$SubList
 217:         17521         560672  org.apache.hadoop.ozone.protocolPB.OzoneManagerProtocolServerSideTranslatorPB$$Lambda$764/1252190580
 218:          6368         560256  [S
 219:         17231         551392  org.apache.hadoop.thirdparty.protobuf.FieldSet
 220:         17223         551136  [Ljava.io.Closeable;
 221:         17223         551136  org.apache.hadoop.ipc.ProtobufRpcEngine2$Server$CallInfo
 222:         17222         551104  javax.security.auth.Subject$2
 223:         11220         538560  org.apache.ratis.thirdparty.com.google.common.cache.LocalCache$StrongEntry
 224:         17069         527872  [Ljava.lang.Class;
 225:          9301         520856  org.apache.hadoop.hdds.protocol.proto.StorageContainerLocationProtocolProtos$GetContainerWithPipelineBatchResponseProto
 226:          7879         504256  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$InfoBucketRequest
 227:         10241         491568  java.util.ArrayList$SubList$1
 228:          4585         476840  org.apache.hadoop.ozone.om.helpers.OmKeyArgs$Builder
 229:         11867         474680  java.net.InetSocketAddress$InetSocketAddressHolder
 230:          9800         470400  org.apache.hadoop.ipc.ResponseBuffer
 231:          9617         461616  java.util.concurrent.SynchronousQueue$TransferQueue$QNode
 232:         18983         455592  java.util.HashMap$EntrySet
 233:         18611         446664  org.apache.hadoop.hdds.scm.container.ContainerID
 234:          7879         441224  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$InfoBucketResponse
 235:         17881         429144  java.util.LinkedHashMap$LinkedEntrySet
 236:          6673         427072  org.apache.hadoop.security.User
 237:         17521         420504  org.apache.hadoop.ozone.protocolPB.OzoneManagerProtocolServerSideTranslatorPB$$Lambda$766/239333955
 238:          5474         394128  org.apache.hadoop.ipc.protobuf.IpcConnectionContextProtos$UserInformationProto
 239:           832         390656  [Lio.netty.buffer.PoolSubpage;
 240:          9604         384160  org.apache.hadoop.io.retry.CallReturn
 241:          9600         384000  com.google.protobuf.SmallSortedMap$EntryIterator
 242:          9600         384000  org.apache.hadoop.ipc.Client$$Lambda$90/764358458
 243:          9600         384000  org.apache.hadoop.ipc.ProtobufRpcEngine$RpcProtobufRequest
 244:          9532         381280  java.util.stream.Collectors$$Lambda$677/595554666
 245:          9532         381280  org.apache.hadoop.ozone.om.helpers.OmKeyLocationInfoGroup
 246:         11664         373248  org.apache.ratis.thirdparty.io.netty.buffer.IntPriorityQueue
 247:          4647         371760  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$OzoneFileStatusProto$Builder
 248:          9032         361280  java.util.concurrent.ConcurrentLinkedDeque$Node
 249:          5584         357376  sun.nio.ch.SocketAdaptor
 250:           601         355792  org.apache.ratis.thirdparty.io.netty.util.internal.shaded.org.jctools.queues.MpscChunkedArrayQueue
 251:          5474         350336  org.apache.hadoop.ipc.protobuf.IpcConnectionContextProtos$IpcConnectionContextProto
 252:          8529         341160  org.apache.hadoop.hdds.client.ECReplicationConfig
 253:          2482         337552  java.lang.reflect.Constructor
 254:          3819         336072  org.apache.ratis.protocol.RaftClientReply
 255:          4608         331776  io.netty.buffer.PoolChunkList
 256:          4608         331776  org.apache.ratis.thirdparty.io.netty.buffer.PoolChunkList
 257:          4132         330560  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync
 258:          4586         330192  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$LookupFileResponse$Builder
 259:          6673         320304  javax.security.auth.Subject
 260:          9800         313600  org.apache.hadoop.ipc.ResponseBuffer$FramedBuffer
 261:           628         312448  [Ljava.util.Hashtable$Entry;
 262:          9604         307328  org.apache.hadoop.ipc.Client$$Lambda$89/1288052401
 263:          9537         305184  org.apache.hadoop.hdds.client.BlockID
 264:          9537         305184  org.apache.hadoop.hdds.client.ContainerBlockID
 265:          9532         305024  [Lorg.apache.hadoop.ozone.om.helpers.OmKeyInfo;
 266:          9532         305024  sun.nio.fs.AbstractPath$1
 267:          7488         299520  org.apache.ratis.thirdparty.io.netty.buffer.PoolThreadCache$SubPageMemoryRegionCache
 268:          9305         297760  org.apache.hadoop.hdds.scm.container.common.helpers.ContainerWithPipeline
 269:          4615         295360  org.apache.hadoop.ipc.protobuf.RpcHeaderProtos$RPCCallerContextProto
 270:          7304         292160  org.apache.ratis.thirdparty.io.netty.util.Recycler$DefaultHandle
 271:         17922         286752  java.lang.ref.ReferenceQueue$Lock
 272:          5944         285312  java.util.Collections$UnmodifiableMap
 273:         11752         282048  java.net.InetSocketAddress
 274:         11595         278280  java.util.HashMap$KeySet
 275:          3819         274968  org.apache.ratis.thirdparty.com.google.common.cache.LocalCache$StrongWriteEntry
 276:            12         266528  [Ljava.util.TimerTask;
 277:          4707         263592  org.apache.hadoop.thirdparty.protobuf.UnknownFieldSet$Field
 278:          4649         260344  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$GetFileStatusResponse
 279:          4648         260288  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$GetFileStatusRequest
 280:          4587         256872  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$LookupFileRequest
 281:          4586         256816  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$LookupFileResponse
 282:          9600         230400  org.apache.hadoop.io.retry.RetryInvocationHandler$Counters
 283:          9573         229752  java.util.HashMap$Values
 284:          5709         228360  java.io.FileDescriptor
 285:          9305         223320  java.time.Clock$SystemClock
 286:          9305         223320  org.apache.hadoop.hdds.scm.pipeline.Pipeline$Builder$$Lambda$696/2068765143
 287:          9301         223224  org.apache.hadoop.hdds.scm.protocolPB.StorageContainerLocationProtocolClientSideTranslatorPB$$Lambda$940/639340245
 288:          1854         222480  java.lang.reflect.Field
 289:          6670         213440  org.apache.hadoop.security.UserGroupInformation
 290:          6353         203296  java.util.concurrent.CopyOnWriteArrayList
 291:          3158         202112  java.util.Collections$SynchronizedSortedMap
 292:          5954         190528  java.util.jar.Attributes$Name
 293:           674         188720  java.util.concurrent.atomic.Striped64$Cell
 294:          3317         185752  java.lang.ref.SoftReference
 295:          2268         181440  java.lang.invoke.MemberName
 296:          1849         177504  java.lang.Class$ReflectionData
 297:          3665         175920  io.netty.util.AsciiString
 298:          1946         171248  java.util.regex.Matcher
 299:          4141         165640  java.util.concurrent.locks.ReentrantReadWriteLock
 300:          3820         152800  org.apache.ratis.protocol.Message$1
 301:          3819         152760  org.apache.ratis.server.impl.RetryCacheImpl$CacheEntry
 302:          2661         149016  org.apache.ratis.thirdparty.io.netty.buffer.PoolThreadCache$MemoryRegionCache$Entry
 303:          2297         147008  java.lang.ref.Finalizer
 304:          5996         143904  java.util.concurrent.CopyOnWriteArraySet
 305:          3463         138520  org.apache.ratis.thirdparty.io.netty.util.internal.LongAdderCounter
 306:          2853         136944  java.lang.StackTraceElement
 307:          5681         136344  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$UnmodifiableEntry
 308:          5589         134136  java.nio.channels.spi.AbstractInterruptibleChannel$1
 309:          2067         132288  java.lang.invoke.MethodType
 310:          2017         129088  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$ServicePort
 311:          3138         125520  io.netty.util.internal.LongAdderCounter
 312:          1560         124800  org.apache.ratis.thirdparty.io.netty.util.ResourceLeakDetector$TraceRecord
 313:          1099         123088  io.netty.handler.codec.http2.WeightedFairQueueByteDistributor$State
 314:          3076         123040  org.apache.hadoop.ipc.CallerContext$Builder
 315:          3819         122208  org.apache.ratis.protocol.ClientInvocationId
 316:          3752         120064  java.util.concurrent.ConcurrentLinkedQueue$Node
 317:           687         120040  [Ljava.lang.reflect.Method;
 318:           539         119328  [Z
 319:          1631         117432  java.util.WeakHashMap$Entry
 320:          2081         116536  java.lang.invoke.MethodType$ConcurrentWeakInternSet$WeakEntry
 321:          1593         114696  io.netty.channel.DefaultChannelPromise
 322:          1094         113776  org.apache.hadoop.metrics2.lib.Interns$CacheWith2Keys$2
 323:           192         113664  io.netty.util.internal.shaded.org.jctools.queues.MpscChunkedArrayQueue
 324:           194         113296  org.apache.ratis.thirdparty.io.netty.util.internal.shaded.org.jctools.queues.MpscUnboundedArrayQueue
 325:          4707         112968  org.apache.hadoop.thirdparty.protobuf.UnknownFieldSet
 326:          4700         112800  java.util.jar.Attributes
 327:          1561         112392  org.apache.ratis.thirdparty.io.netty.util.ResourceLeakDetector$DefaultResourceLeak
 328:          3332         106624  java.util.ArrayDeque
 329:            99         103216  [Lio.netty.handler.codec.http2.HpackHeaderField;
 330:           389         102648  [Lorg.apache.ratis.thirdparty.io.netty.buffer.IntPriorityQueue;
 331:           982         102128  com.google.protobuf.DescriptorProtos$FieldDescriptorProto
 332:          3128         100096  org.apache.hadoop.ipc.CallerContext
 333:          2496          99840  io.netty.buffer.PoolThreadCache$SubPageMemoryRegionCache
 334:          4141          99384  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock
 335:          4141          99384  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter
 336:          4141          99384  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock
 337:          3024          96768  com.google.common.base.Joiner$2
 338:           670          96480  java.net.URI
 339:          1313          94536  [Lorg.apache.hadoop.security.UserGroupInformation$AuthenticationMethod;
 340:           981          94176  com.google.protobuf.Descriptors$FieldDescriptor
 341:           897          93288  io.netty.handler.codec.http2.Http2CodecUtil$SimpleChannelPromiseAggregator
 342:          3874          92976  org.apache.ratis.thirdparty.com.google.common.cache.LocalCache$StrongValueReference
 343:          3820          91680  org.apache.ratis.protocol.Message$$Lambda$634/1188371288
 344:          1895          90960  org.apache.logging.log4j.core.pattern.DatePatternConverter$CachedTime
 345:          2274          90960  org.apache.ratis.thirdparty.io.netty.buffer.SimpleLeakAwareByteBuf
 346:          2263          90520  io.netty.util.Recycler$DefaultHandle
 347:           384          89088  io.netty.buffer.PoolArena$DirectArena
 348:           384          89088  io.netty.buffer.PoolArena$HeapArena
 349:           384          89088  org.apache.ratis.thirdparty.io.netty.buffer.PoolArena$DirectArena
 350:           384          89088  org.apache.ratis.thirdparty.io.netty.buffer.PoolArena$HeapArena
 351:           200          88000  org.apache.hadoop.ipc.Server$Handler
 352:           897          86112  java.util.stream.ReferencePipeline$7
 353:          1446          80976  javax.management.MBeanAttributeInfo
 354:          1430          80080  java.lang.invoke.DirectMethodHandle
 355:           956          79208  [[B
 356:          1397          78232  io.netty.buffer.PoolThreadCache$MemoryRegionCache$Entry
 357:          1541          73968  javax.security.auth.Subject$ClassSet
 358:          3025          72600  com.google.common.base.Joiner
 359:          1200          71872  [Lio.netty.util.AsciiString;
 360:           680          70720  java.util.concurrent.ConcurrentHashMap
 361:           384          70656  [Lorg.apache.ratis.thirdparty.io.netty.buffer.PoolThreadCache$MemoryRegionCache;
 362:          1196          66976  java.util.TreeMap$EntryIterator
 363:           153          66096  java.lang.Thread
 364:          1541          61640  javax.security.auth.Subject$SecureSet$1
 365:           350          61600  org.apache.ratis.thirdparty.io.netty.util.internal.InternalThreadLocalMap
 366:           504          60480  sun.reflect.DelegatingClassLoader
 367:           673          59224  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$ServiceInfo
 368:          1792          57344  io.netty.buffer.IntPriorityQueue
 369:           953          53368  io.netty.buffer.UnpooledSlicedByteBuf
 370:           389          52904  org.apache.ratis.thirdparty.io.netty.buffer.PoolChunk
 371:           299          52624  org.apache.hadoop.ozone.protocol.proto.OzoneManagerProtocolProtos$VolumeInfo$Builder
 372:            98          52528  [Lio.netty.handler.codec.http2.HpackEncoder$NameEntry;
 373:            98          52528  [Lio.netty.handler.codec.http2.HpackEncoder$NameValueEntry;
